ID-Nummer,UUID-Nummer,Gruppe,BAUMATERIALIEN,"ID-Nummer
Entsorgung",Entsorgung,Dichte/Masse,Bezug,UBP Total,UBP Herstellung,UBP Entsorgung,"PE gesamt, Total","PE gesamt, Herstellung total","PE gesamt, Herstellung energetisch genutzt","PE gesamt, Herstellung stofflich genutzt","PE gesamt, Entsorgung","PE erneuerbar, Total","PE erneuerbar, Herstellung total","PE erneuerbar, Herstellung energetisch genutzt","PE erneuerbar, Herstellung stofflich genutzt","PE erneuerbar, Entsorgung","PE nicht erneuerbar, Total","PE nicht erneuerbar, Herstellung total","PE nicht erneuerbar, Herstellung energetisch genutzt","PE nicht erneuerbar, Herstellung stofflich genutzt","PE nicht erneuerbar, Entsorgung",GWP Total,GWP Entsorgung,GWP Herstellung,Biogener Kohlenstoff,French Name,
07.010.01,0AABF430-9178-4975-8390-B4C585739DE2,Holz und Holzwerkstoffe,"Massivholz Fichte / Tanne / Laerche, luftgetr., gehobelt, Produktion Schweiz",91.052,"Entsorgung, Holz und Holzwerkstoffe, Massivholz",485,kg,385,322,63,5.7,6,1,5,0,5.1,5,0,5,0,0.6,1,1,0,0,0.14,0.103,0.04,0.41,"Bois massif épicéa / sapin / mélèze, séché à l'air, raboté, production Suisse","Élimination, bois et matériaux dérivés, bois massif"
07.009,EB82F166-04B1-49F0-A586-FD8F92824196,Holz und Holzwerkstoffe,"Massivholz Fichte / Tanne / Laerche, luftgetrocknet, rau",91.052,"Entsorgung, Holz und Holzwerkstoffe, Massivholz",485,kg,316,254,62.9,5.5,5,1,5,0,5,5,0,5,0,0.51,0,0,0,0,0.129,0.0904,0.039,0,"Bois massif épicéa / sapin / mélèze, séché à l'air, brut","Élimination, bois et matériaux dérivés, bois massif"
07.009.01,ADBDB232-AC94-49B1-9EB6-652076C22BAB,Holz und Holzwerkstoffe,"Massivholz Fichte / Tanne / Laerche, luftgetrocknet, rau, Produktion Schweiz",91.052,"Entsorgung, Holz und Holzwerkstoffe, Massivholz",485,kg,306,243,63,5.4,5,1,5,0,4.9,4.87,0,5,0,0.5,0,0,0,0,0.12,0.081,0.04,0.41,"Bois massif épicéa / sapin / mélèze, séché à l'air, brut, production Suisse","Élimination, bois et matériaux dérivés, bois massif"
07.012,962B816C-DBD4-445F-8392-E4F8532069C8,Holz und Holzwerkstoffe,"Mitteldichte Faserplatte (MDF), UF-gebunden",91.05,"Entsorgung, Faserplatte mittlerer Dichte (MDF)",685,kg,1540,1420,128,10.3,10,4,6,0,5.9,6,1,5,0,4.5,4,3,1,0,0.954,0.854,0.1,0,"Panneau de fibres à densité moyenne (MDF), colle UF","Élimination, panneau de fibres de compacité moyenne"
07.013,BD66B05D-27E3-4ADF-85A2-E0ABBBA686A5,Holz und Holzwerkstoffe,"OSB Platte, PF-gebunden, Feuchtbereich",91.145,"Entsorgung, Spanplatte, 10% Bindemittel",605,kg,1030,921,106,11,11,5,6,0,8.3,8,3,5,0,2.7,3,2,1,0,0.563,0.483,0.08,0,"Panneau d'aggloméré type OSB, colle PF, zone humide","Élimination, plaque de serrage, agent liant 10 %"
07.024,2ec4e1b4-5694-4169-b734-b38c2365aaac,Holz und Holzwerkstoffe,Roehrenspanplatte,91.145,"Entsorgung, Spanplatte, 10% Bindemittel",272,kg,1340,1230,106,10.5,10,5,6,0,6.9,7,2,5,0,3.7,4,3,1,0,0.813,0.733,0.08,0,Panneau de particules tubulaire,"Élimination, plaque de serrage, agent liant 10 %"
07.015,F54AEECA-7B3B-4ACE-B4CB-88527B1C903C,Holz und Holzwerkstoffe,"Spanplatte, PF-gebunden, Feuchtbereich",91.145,"Entsorgung, Spanplatte, 10% Bindemittel",640,kg,886,780,106,6.9,7,2,4,0,4.4,4,1,4,0,2.56,2,2,1,0,0.529,0.45,0.08,0,"Panneau de particules, colle PF, zone humide","Élimination, plaque de serrage, agent liant 10 %"
07.016,FB830352-0350-46F9-BF46-73733C576386,Holz und Holzwerkstoffe,"Spanplatte, UF-gebunden, beschichtet, Trockenbereich",91.057,"Entsorgung, Spanplatte, 10% Bindemittel, 3.5% MF-gebunden",640,kg,1210,1090,122,8.4,8,4,5,0,4.7,5,1,3,0,3.7,4,2,1,0,0.735,0.641,0.095,0,"Panneau de particules, colle UF, enduit, zone sèche","Élimination, plaque de serrage, agent liant 10 %, 3,5 % résine MF"
07.014,E88CFF0D-059B-4E8A-93BC-A4E3A917A2F6,Holz und Holzwerkstoffe,"Spanplatte, UF-gebunden, Trockenbereich",91.145,"Entsorgung, Spanplatte, 10% Bindemittel",640,kg,886,780,106,6.9,7,2,4,0,4.4,4,1,4,0,2.6,2,2,1,0,0.529,0.45,0.08,0,"Panneau de particules, colle UF, zone sèche","Élimination, plaque de serrage, agent liant 10 %"
07.018,32B17B00-83C9-412F-899B-03B8DB3781BF,Holz und Holzwerkstoffe,"Sperrholz/Multiplex, PF-gebunden, Feuchtbereich",91.145,"Entsorgung, Spanplatte, 10% Bindemittel",500,kg,2870,2760,106,17,17,12,5,0,10,10,6,4,0,6.9,7,6,1,0,1.43,1.35,0.08,0,"Bois lamellé / multiplex, colle PF, zone humide","Élimination, plaque de serrage, agent liant 10 %"
07.017,55C3FB36-27C5-40BB-B51C-715C9F2984FE,Holz und Holzwerkstoffe,"Sperrholz/Multiplex, UF-gebunden, Trockenbereich",91.145,"Entsorgung, Spanplatte, 10% Bindemittel",500,kg,2140,2030,106,14.7,15,10,5,0,10,10,6,4,0,4.7,5,4,1,0,0.95,0.868,0.08,0,"Bois lamellé / multiplex, colle UF, zone sèche","Élimination, plaque de serrage, agent liant 10 %"
07.019,134906e4-dbd4-42e3-828c-e819fea6a651,Holz und Holzwerkstoffe,"Stabschichtholz, Buche",,,,,,,,,,,,,,,,,,,,,,,,,,,Bois lamellé-collé en hêtre,
07.019.01,9b25432d-40ef-4f3b-8c5b-7104ad4b6d52,Holz und Holzwerkstoffe,"Stabschichtholz, Buche, fagus",91.175.01,"Entsorgung, Stabschichtholz, Buche, fagus",700,kg,1010,926,84,11.3,11,6,5,0,9.5,9.46,4,5,0,1.9,2,2,0.083,0,0.37,0.306,0.06,0.48,"Bois lamellé-collé en hêtre, fagus","Élimination, bois lamellé-collé, hêtre, fagus"
08.001,21330D47-1D7A-36C8-7F0E-CB11F4CB2767,Klebstoffe und Fugendichtungsmassen,2-Komponenten Klebstoff,91.146,"Entsorgung, Kleb-, Dichtstoffe, Anstriche",1500,kg,10100,9910,236,24.6,25,25,0,0,0.4,0,0,0,0,24.3,24,24,0,0,4.84,4.65,0.19,0,Colle bicomposant,"Élimination, colles, produits d'étanchéité, peintures"
08.002,CA0CC8C0-0CF0-4DE4-A9E8-C3B416365119,Klebstoffe und Fugendichtungsmassen,Heissbitumen,91.146,"Entsorgung, Kleb-, Dichtstoffe, Anstriche",1000,kg,2040,1800,236,15,15,3,12,0,0.1,0,0,0,0,15,15,3,12,0,1.09,0.906,0.19,0,"Masse bitumeuse, chaude","Élimination, colles, produits d'étanchéité, peintures"
08.003,9831C103-3AC5-439B-9BF1-3C1976328C98,Klebstoffe und Fugendichtungsmassen,Kautschukdichtungsmasse,91.146,"Entsorgung, Kleb-, Dichtstoffe, Anstriche",1500,kg,6870,6630,236,24.7,25,17,8,0,0.3,0,0,0,0,24.4,24,16,8,0,2.42,2.23,0.19,0,Masse de jointoiement en caoutchouc,"Élimination, colles, produits d'étanchéité, peintures"
08.004,0732FA24-108B-41A5-A86B-71ADB88B5F21,Klebstoffe und Fugendichtungsmassen,Polysulfiddichtungsmasse,91.146,"Entsorgung, Kleb-, Dichtstoffe, Anstriche",1600,kg,2890,2660,236,8.2,8,7,1,0,0.4,0,0,0,0,7.8,8,7,1,0,1.72,1.53,0.19,0,Masse de jointoiement en polysulfide,"Élimination, colles, produits d'étanchéité, peintures"
08.005,85E73CA0-F8D0-4F4D-BA4F-074E3BBD8A31,Klebstoffe und Fugendichtungsmassen,Silicon-Fugenmasse,91.146,"Entsorgung, Kleb-, Dichtstoffe, Anstriche",1000,kg,4570,4340,236,16.3,16,8,8,0,1.9,2,2,0,0,14.5,14,6,8,0,2.91,2.72,0.19,0,Masse de jointoiement en silicone,"Élimination, colles, produits d'étanchéité, peintures"
09.001,01CD6F3D-BD57-4002-A3FB-6CD6DF5868D7,Dichtungsbahnen und Schutzfolien,Dampfbremse bituminoes,91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",1100,kg,5220,2790,2430,14.1,14,6,8,0,0.7,1,1,0,0,13.5,13,6,8,0,3.64,1.31,2.33,0,Barrière de vapeur bitumineuse,"Élimination, feuilles d'étanchéité et de protection, frein de vapeur en bitume"
09.002,5155BF82-EBE7-4FE9-A0C3-3B52FF372827,Dichtungsbahnen und Schutzfolien,Dampfbremse Polyethylen (PE),91.037,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse PE",920,kg,6930,4120,2810,25.7,25,14,11,0,0.9,1,1,0,0,24.8,25,13,11,0,5.42,2.75,2.67,0,Barrière de vapeur PE,"Élimination, feuilles d'étanchéité et de protection, frein de vapeur en PE"
09.003,7BA5DD3A-06EF-4108-853B-3687B698FF22,Dichtungsbahnen und Schutzfolien,Dichtungsbahn bituminoes,91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",1100,kg,4350,1920,2430,12.6,12,5,7,0,0.3,0,0,0,0,12.3,12,5,7,0,3.33,1,2.33,0,Lé d'étanchéité bitumineux,"Élimination, feuilles d'étanchéité et de protection, frein de vapeur en bitume"
09.003.11,7734C0C2-7D2F-4604-A1A8-D8CB9E7310C7,Dichtungsbahnen und Schutzfolien,"Bituminoese Dichtungsbahn, swissporBIKUPLAN ECO",91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",1267,kg,3510,1080,2430,6.4,6,3,3,0,0.2,0,0,0,0,6.1,6,2,3,0,2.92,0.588,2.33,0,"Lé d'étanchéité bitumineux, swissporBIKUPLAN ECO","Élimination, feuilles d'étanchéité et de protection, frein de vapeur en bitume"
09.003.01,8363831F-FB86-4CDD-B1F2-138E478F34B0,Dichtungsbahnen und Schutzfolien,"Bituminoese Dichtungsbahn, swissporBIKUTOP",91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",1269,kg,4060,1630,2430,10.5,10,4,6,0,0.2,0,0,0,0,10.3,10,4,6,0,3.24,0.907,2.33,0,"Lé d'étanchéité bitumineux, swissporBIKUTOP","Élimination, feuilles d'étanchéité et de protection, frein de vapeur en bitume"
09.003.02,3734EA52-A3C5-4A05-A040-03322A348AE1,Dichtungsbahnen und Schutzfolien,"Bituminoese Dichtungsbahn, swissporBIKUTOP ECO",91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",1256,kg,3420,983,2430,5.8,5,3,3,0,0.2,0,0,0,0,5.5,5,2,3,0,2.88,0.55,2.33,0,"Lé d'étanchéité bitumineux, swissporBIKUTOP ECO","Élimination, feuilles d'étanchéité et de protection, frein de vapeur en bitume"
09.003.03,BA1409B5-8AC0-4016-9AC1-E3AFC2D20C52,Dichtungsbahnen und Schutzfolien,"Bituminoese Dichtungsbahn, swissporBIKUTOP",91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",1269,kg,4060,1630,2430,10.5,10,4,6,0,0.2,0,0,0,0,10.3,10,4,6,0,3.24,0.907,2.33,0,"Lé d'étanchéité bitumineux, swissporBIKUTOP","Élimination, feuilles d'étanchéité et de protection, frein de vapeur en bitume"
09.003.04,2AEB700D-8C0A-4554-97D3-80B5CC367CAD,Dichtungsbahnen und Schutzfolien,"Bituminoese Dichtungsbahn, swissporBIKUTOP ECO",91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",1256,kg,3420,983,2430,5.8,5,3,3,0,0.2,0,0,0,0,5.5,5,2,3,0,2.88,0.55,2.33,0,"Lé d'étanchéité bitumineux, swissporBIKUTOP ECO","Élimination, feuilles d'étanchéité et de protection, frein de vapeur en bitume"
09.003.05,0C5A7BA6-B74D-46D7-A2F1-5F7E95808E83,Dichtungsbahnen und Schutzfolien,"Bituminoese Dichtungsbahn, swissporBIKUTOP",91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",1269,kg,4060,1630,2430,10.5,10,4,6,0,0.2,0,0,0,0,10.3,10,4,6,0,3.24,0.907,2.33,0,"Lé d'étanchéité bitumineux, swissporBIKUTOP","Élimination, feuilles d'étanchéité et de protection, frein de vapeur en bitume"
09.003.06,744A1B0B-105B-45BA-909E-79E490F26917,Dichtungsbahnen und Schutzfolien,"Bituminoese Dichtungsbahn, swissporBIKUTOP ECO",91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",1256,kg,3420,983,2430,5.8,5,3,3,0,0.2,0,0,0,0,5.5,5,2,3,0,2.88,0.55,2.33,0,"Lé d'étanchéité bitumineux, swissporBIKUTOP ECO","Élimination, feuilles d'étanchéité et de protection, frein de vapeur en bitume"
09.003.07,DF6CF380-78F7-466D-AD94-DA3ED7536CA9,Dichtungsbahnen und Schutzfolien,"Bituminoese Dichtungsbahn, swissporBIKUTOP",91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",1269,kg,4060,1630,2430,10.5,10,4,6,0,0.2,0,0,0,0,10.3,10,4,6,0,3.24,0.907,2.33,0,"Lé d'étanchéité bitumineux, swissporBIKUTOP","Élimination, feuilles d'étanchéité et de protection, frein de vapeur en bitume"
09.003.08,EDC15F2A-8353-4B92-89EA-F588F082D528,Dichtungsbahnen und Schutzfolien,"Bituminoese Dichtungsbahn, swissporBIKUTOP ECO",91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",1256,kg,3420,983,2430,5.8,5,3,3,0,0.2,0,0,0,0,5.5,5,2,3,0,2.88,0.55,2.33,0,"Lé d'étanchéité bitumineux, swissporBIKUTOP ECO","Élimination, feuilles d'étanchéité et de protection, frein de vapeur en bitume"
09.003.09,2B07EF82-8010-4C65-AF7C-90055932DA86,Dichtungsbahnen und Schutzfolien,"Bituminoese Dichtungsbahn, swissporBIKUTOP",91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",1269,kg,4060,1630,2430,10.5,10,4,6,0,0.2,0,0,0,0,10.3,10,4,6,0,3.24,0.907,2.33,0,"Lé d'étanchéité bitumineux, swissporBIKUTOP","Élimination, feuilles d'étanchéité et de protection, frein de vapeur en bitume"
09.003.10,E6956688-D02C-414C-8EC6-B0FAEF52C8B8,Dichtungsbahnen und Schutzfolien,"Bituminoese Dichtungsbahn, swissporBIKUTOP ECO",91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",1256,kg,3420,983,2430,5.8,5,3,3,0,0.2,0,0,0,0,5.5,5,2,3,0,2.88,0.55,2.33,0,"Lé d'étanchéité bitumineux, swissporBIKUTOP ECO","Élimination, feuilles d'étanchéité et de protection, frein de vapeur en bitume"
09.003.12,996bca23-d530-4e8e-b4f1-6f6f57b89e0a,Dichtungsbahnen und Schutzfolien,Elastomerbitumen-Dichtungsbahn Sopravap EVA 35 flam,91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",4.6,kg,2760,1320,1440,8.5,8,4,5,0,0.3,0,0,0,0,8.2,8,3,5,0,2.06,0.717,1.34,0,Feuille d'étanchéité à base de bitume élastomèren Sopravap EVA 35 flam,
09.003.13,45f59ef0-c310-4611-bd9f-96c3f29ff6a3,Dichtungsbahnen und Schutzfolien,Elastomerbitumen-Dichtungsbahn Sopralen EGV 3,91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",4,kg,2690,1250,1440,8.3,8,4,4,0,0.3,0,0,0,0,8,8,3,4,0,2.04,0.686,1.35,0,Feuille d'étanchéité à base de bitume élastomèren Sopralen EGV 3,
09.003.14,417f2b8c-45c8-406b-97ac-ef149321e8f7,Dichtungsbahnen und Schutzfolien,Elastomerbitumen-Dichtungsbahn Sopralen EGV 3.5,91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",4.8,kg,2690,1230,1460,8.3,8,4,5,0,0.3,0,0,0,0,8,8,3,5,0,2.04,0.678,1.36,0,Feuille d'étanchéité à base de bitume élastomèren Sopralen EGV 3.5,
09.003.15,0d94f5a6-1b6a-469e-bf01-0ddab8f03d10,Dichtungsbahnen und Schutzfolien,Elastomerbitumen-Dichtungsbahn Sopralen Premier EP 5 ard flam,91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",4.8,kg,2560,1260,1300,7.9,8,4,4,0,0.3,0,0,0,0,7.6,7,3,4,0,1.94,0.728,1.21,0,Feuille d'étanchéité à base de bitume élastomèren Sopralen Premier EP 5 ard flam,
09.003.16,a06b8703-9c56-4844-bbbd-388e15772d67,Dichtungsbahnen und Schutzfolien,Elastomerbitumen-Dichtungsbahn Sopralen Jardin EP 5 ard flam,91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",5.4,kg,2590,1290,1300,8,8,4,4,0,0.3,0,0,0,0,7.7,7,3,4,0,1.96,0.742,1.22,0,Feuille d'étanchéité à base de bitume élastomèren Sopralen Jardin EP 5 ard flam,
09.003.17,11a560d2-4cc5-4cd6-9b99-0945186d224e,Dichtungsbahnen und Schutzfolien,Elastomerbitumen-Dichtungsbahn Sopragum Flam HT-O Jardin S5,91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",5.6,kg,3270,1810,1460,10.3,10,5,5,0,0.3,0,0,0,0,10,10,5,5,0,2.42,1.05,1.37,0,Feuille d'étanchéité à base de bitume élastomèren Sopragum Flam HT-O Jardin S5,
09.003.18,3030d795-4231-40bc-803f-4f6218b99104,Dichtungsbahnen und Schutzfolien,Elastomerbitumen-Dichtungsbahn SOPREMA Vapro Alpino,91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",5.8,kg,3080,1760,1320,9.5,9,5,4,0,0.3,0,0,0,0,9.2,9,5,4,0,2.28,1.05,1.23,0,Feuille d'étanchéité à base de bitume élastomèren SOPREMA Vapro Alpino,
09.003.19,431554b3-cf1e-422c-8593-f2c5946cb82f,Dichtungsbahnen und Schutzfolien,Elastomerbitumen-Dichtungsbahn SOPREMA Vapro Nature,91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",5.8,kg,3080,1760,1320,9.5,9,5,4,0,0.3,0,0,0,0,9.2,9,5,4,0,2.29,1.05,1.24,0,Feuille d'étanchéité à base de bitume élastomèren SOPREMA Vapro Nature,
09.004,90159AF7-455B-4996-A1AC-6D5B6E3242F4,Dichtungsbahnen und Schutzfolien,Dichtungsbahn Gummi (EPDM),91.147,"Entsorgung, Dichtungsbahnen und Schutzfolien, EPDM",1100,kg,8100,4860,3240,25.5,25,17,8,0,0.8,1,1,0,0,24.7,24,16,8,0,5.84,2.74,3.1,0,Lé d'étanchéité caoutchouc (EPDM),"Élimination, bandes d'étanchéité et de protection, EPDM"
09.005,CFA0CA34-15A6-4D99-AEC3-CA60F46DBE4D,Dichtungsbahnen und Schutzfolien,Dichtungsbahn Polyolefin (FPO),91.148,"Entsorgung, Dichtungsbahnen und Schutzfolien, Polyolefin",1000,kg,7880,5070,2810,23.6,23,12,12,0,0.4,0,0,0,0,23.1,23,11,12,0,5.18,2.52,2.67,0,Lé d'étanchéité polyoléfine (FPO),"Élimination, bandes d'étanchéité et de protection, polyoléfine"
09.006,5C26C97A-D10C-49A8-815E-06A340CCC448,Dichtungsbahnen und Schutzfolien,Kraftpapier,91.149,"Entsorgung, Kraft-Papier",650,kg,3450,3240,206,20.7,21,16,5,0,13,13,8,5,0,7.7,8,8,0,0,1.67,1.61,0.058,0,Papier Kraft,"Élimination, papier kraft"
09.007,D4BF6599-6623-4AE5-9D50-8EDDB6B05F41,Dichtungsbahnen und Schutzfolien,Polyethylenfolie (PE),91.037,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse PE",920,kg,6930,4120,2810,25.7,25,14,12,0,0.9,1,1,0,0,24.8,25,13,12,0,5.42,2.75,2.67,0,Feuille de polyéthylène (PE),"Élimination, feuilles d'étanchéité et de protection, frein de vapeur en PE"
09.008,FD71B629-B98E-47C8-ADA4-513631C0896B,Dichtungsbahnen und Schutzfolien,Polyethylenvlies (PE),91.037,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse PE",920,kg,7090,4280,2810,26.5,26,14,12,0,0.5,1,1,0,0,26,26,14,12,0,5.63,2.96,2.67,0,Voile de polyéthylène (PE),"Élimination, feuilles d'étanchéité et de protection, frein de vapeur en PE"
10.014,9EC4E12B-5E75-4A0B-84DA-A1A5F152A4BC,Waermedaemmstoffe,Aerogel-Vlies,91.119,"Entsorgung, Aerogel-Vlies",150,kg,73500,73100,408,242,241,241,0,0,12.1,12,12,0,0,229,229,229,0,0,48.7,48.4,0.289,0,Fibres d'aérogel,"Élimination, fibres d'aérogel"
10.012,E6773968-F9C9-4782-A5CD-78B9B1164571,Waermedaemmstoffe,Blaehperlit,91.136,"Entsorgung, Baumaterialien, mineralisch, unspezifisch",65-140,kg,1460,1410,42.5,4.6,5,5,0,0,0.2,0,0,0,0,4.5,4,4,0,0,1.05,1.04,0.0127,0,Perlite expansée,"Élimination, bâtiment, brique en terre cuite, élimination"
10.011,A0A69B33-B2C9-4DE4-BA2E-770C2A4EF76A,Waermedaemmstoffe,Blaehvermiculit,91.136,"Entsorgung, Baumaterialien, mineralisch, unspezifisch",65-140,kg,687,644,42.5,1.6,2,2,0,0,0,0,0,0,0,1.56,2,2,0,0,0.394,0.382,0.0127,0,Vermiculite expansée,"Élimination, bâtiment, brique en terre cuite, élimination"
10.016,7A1681B7-2F34-4B51-BF2D-D4C9C33CFCA5,Waermedaemmstoffe,Flachsfasern,91.121,"Entsorgung, Flachsfaser-Daemmung",30,kg,2940,2570,370,11.3,11,6,5,0,6,6,1,5,0,5.3,5,5,0,0,1.01,0.78,0.235,0,Isolation en lin,"Élimination, isolation lin"
10.016.01,109E7CA4-9DB1-46E0-AAA8-EF6E159A7A63,Waermedaemmstoffe,"Flachsfasern, MAGRIPOL, Premium",91.121,"Entsorgung, Flachsfaser-Daemmung",30,kg,2880,2510,370,11.1,11,6,5,0,5.9,6,1,5,0,5.2,5,5,0,0,0.98,0.75,0.235,0.44,"Isolation en lin, MAGRIPOL, Premium","Élimination, isolation lin"
10.017,CC513F17-747F-4776-ABFA-9C78FF26A557,Waermedaemmstoffe,"Flachsfasern, feuerfest",91.121,"Entsorgung, Flachsfaser-Daemmung",30,kg,3530,3160,370,13,13,8,5,0,5.5,5,0,5,0,7.5,7,7,0,0,1.45,1.22,0.235,0.44,"Isolation en lin, résistant au feu","Élimination, isolation lin"
10.017.01,C5CF1731-3091-4FC5-9552-DE7368F296A6,Waermedaemmstoffe,"Flachsfasern, feuerfest, MAGRIPOL, Premium+",91.121,"Entsorgung, Flachsfaser-Daemmung",30,kg,3460,3090,370,12.8,13,8,5,0,5.4,5,0,5,0,7.4,7,7,0,0,1.42,1.18,0.235,0.44,"Isolation en lin, anti-feu, MAGRIPOL, Premium+","Élimination, isolation lin"
10.001,43B03F61-91A1-438E-B958-6E274F13B241,Waermedaemmstoffe,Glaswolle,91.173,"Entsorgung, Daemmstoff, mineralisch",20-100,kg,1960,1850,116,7.8,8,8,0,0,2.4,2,2,0,0,5.5,5,5,0,0,1.1,1.04,0.0592,0,Laine de verre,"Élimination, matériaux isolant, minéral"
10.001.01,C2140A4D-E25B-4E13-BD72-87C1C5A37286,Waermedaemmstoffe,"Glaswolle, Isover, phenolbasiertes Bindemittel",91.173,"Entsorgung, Daemmstoff, mineralisch",20-100,kg,1830,1710,116,7.4,7,7,0,0,2.3,2,2,0,0,5.1,5,5,0,0,1.03,0.97,0.0592,0,"Laine de verre, Isover, résine phénolique","Élimination, matériaux isolant, minéral"
10.001.03,894290c5-7d1a-42b6-8b27-cfabcd6fa573,Waermedaemmstoffe,"Glaswolle, Isover, pflanzliches Bindemittel",91.173,"Entsorgung, Daemmstoff, mineralisch",20-100,kg,1700,1580,116,6.1,6,6,0,0,2.5,2,2,0,0,3.7,4,4,0,0,0.89,0.83,0.0592,0,"Laine de verre, Isover, liant végétal","Élimination, matériaux isolant, minéral"
10.001.02,b0b693b6-0c93-49bc-ad75-0de3492042b8,Waermedaemmstoffe,"Glaswolle, SUPAFIL",91.173,"Entsorgung, Daemmstoff, mineralisch",35,kg,2060,1940,116,6.2,6,6,0,0,0.3,0,0,0,0,5.9,6,6,0,0,1.14,1.08,0.0592,0,"Laine de verre, SUPAFIL","Élimination, matériaux isolant, minéral"
10.002,42A8911C-62FF-4A4B-ACD8-31E4148787E8,Waermedaemmstoffe,Korkplatte,91.15,"Entsorgung, Korkplatte",120,kg,2170,1990,172,14.2,14,9,5,0,7.9,8,4,4,0,6.2,6,5,1,0,1.11,1.07,0.039,0.496,Panneau en liège,"Élimination, panneau de liège"
10.003,4F352DCA-9E8B-49E4-98B6-F10BA797180E,Waermedaemmstoffe,Phenolharz (PF),91.151,"Entsorgung, Daemmstoff, organisch, Polystyrol",40,kg,10000,6730,3280,34,34,27,7,0,1,1,1,0,0,34,33,26,7,0,7.26,4.17,3.09,0,Résine phénolique  (PF),"Élimination, matériau isolant, organique, polystyrène"
10.004,9F6CB547-DC00-4900-8FB4-A37135F510B4,Waermedaemmstoffe,Polystyrol expandiert (EPS),91.151,"Entsorgung, Daemmstoff, organisch, Polystyrol",15-40,kg,9800,6520,3280,31,30,21,9,0,1,1,1,0,0,30,30,21,9,0,7.6,4.51,3.09,0,Polystyrène expansé (EPS),"Élimination, matériau isolant, organique, polystyrène"
10.004.01,046FE9F5-65FC-48A0-802F-8E2EE600CDA6,Waermedaemmstoffe,"Polystyrol expandiert, SwissporEPS",91.151,"Entsorgung, Daemmstoff, organisch, Polystyrol",16.8,kg,8790,5510,3280,27.4,27,18,9,0,0.7,1,1,0,0,26.7,27,17,9,0,6.95,3.86,3.09,0,"Polystyrène expansé, SwissporEPS","Élimination, matériau isolant, organique, polystyrène"
10.004.02,05CBB4FF-6CFE-4285-86E1-8D5EA593637D,Waermedaemmstoffe,"Polystyrol expandiert, 44% Recyclinganteil, SwissporEPS Roof Eco",91.151,"Entsorgung, Daemmstoff, organisch, Polystyrol",26,kg,,,,,,,,,,,,,,,,,,,,,,,"Polystyrène expansé, fraction recyclée 44%, SwissporEPS Roof Eco","Élimination, matériau isolant, organique, polystyrène"
10.004.03,99E3A2B4-CE0F-4E7A-AECB-9AA35D2FABAF,Waermedaemmstoffe,"Polystyrol expandiert, 100% Recyclinganteil, SwissporEPS R 100%",91.151,"Entsorgung, Daemmstoff, organisch, Polystyrol",27,kg,,,,,,,,,,,,,,,,,,,,,,,"Polystyrène expansé, fraction recyclée 100%, SwissporEPS R 100%","Élimination, matériau isolant, organique, polystyrène"
10.005,604F2ECA-F888-49C4-9FA5-C206BC37E889,Waermedaemmstoffe,Polystyrol extrudiert (XPS),91.151,"Entsorgung, Daemmstoff, organisch, Polystyrol",30-35,kg,19700,16500,3280,30,30,21,9,0,1,1,1,0,0,29.4,29,20,9,0,14.4,11.3,3.09,0,Polystyrène extrudé (XPS),"Élimination, matériau isolant, organique, polystyrène"
